Time (h);ΔE (V)
363.27027;0.2051
363.28693;0.2082
363.3036;0.2111
363.32027;0.2138
363.33693;0.2167
363.3536;0.2195
363.37027;0.2223
363.38693;0.2249
363.4036;0.2276
363.42027;0.2303
363.43693;0.2328
363.4536;0.2353
363.47027;0.2378
363.4811;0.2393
363.4811;-0.0778
363.48165;-0.0831
363.48249;-0.0882
363.48388;-0.0933
363.48582;-0.0984
363.4886;-0.1035
363.49193;-0.1087
363.49638;-0.1138
363.50165;-0.1189
363.50777;-0.124
363.51499;-0.1291
363.5236;-0.1342
363.53332;-0.1394
363.54415;-0.1445
363.5561;-0.1496
363.56971;-0.1547
363.58554;-0.1598
363.60193;-0.1649
363.6186;-0.1696
363.63527;-0.1739
363.65193;-0.1781
363.6686;-0.182
363.68527;-0.1855
363.70193;-0.1893
363.7186;-0.1927
363.73527;-0.1959
363.75193;-0.1992
363.7686;-0.2021
363.78527;-0.2052
363.80193;-0.2082
363.8186;-0.2111
363.83527;-0.2141
363.85193;-0.2167
363.8686;-0.2196
363.88527;-0.2223
363.90193;-0.2248
363.9186;-0.2272
363.93527;-0.2299
363.95193;-0.2325
363.9686;-0.235
363.9811;-0.2369
363.9811;0.0818
363.98165;0.0873
363.98249;0.0925
363.98388;0.0977
363.9861;0.1028
363.98888;0.1079
363.99221;0.113
363.99665;0.1181
364.00221;0.1232
364.0086;0.1283
364.0161;0.1335
364.02471;0.1386
364.03499;0.1437
364.0461;0.1488
364.05888;0.1539
364.07277;0.159
364.08832;0.1642
364.10499;0.169
364.12165;0.1735
364.13832;0.1778
364.15499;0.1818
364.17165;0.1857
364.18832;0.1893
364.20499;0.1927
364.22165;0.1961
364.23832;0.1993
364.25499;0.2026
364.27165;0.2055
364.28832;0.2085
364.30499;0.2116
364.32165;0.2142
364.33832;0.2172
364.35499;0.22
364.37165;0.2226
364.38832;0.2254
364.40499;0.228
364.42165;0.2307
364.43832;0.2333
364.45499;0.2356
364.47165;0.2381
364.4811;0.2395
364.4811;-0.0778
364.48165;-0.0831
364.48249;-0.0882
364.48388;-0.0933
364.48582;-0.0984
364.4886;-0.1035
364.49193;-0.1087
364.49638;-0.1138
364.50138;-0.1189
364.50777;-0.124
364.51499;-0.1291
364.5236;-0.1342
364.53304;-0.1394
364.54415;-0.1445
364.55638;-0.1496
364.56999;-0.1547
364.58554;-0.1598
364.60221;-0.1648
364.61888;-0.1696
364.63554;-0.1739
364.65221;-0.178
364.66888;-0.1818
364.68554;-0.1855
364.70221;-0.1891
364.71888;-0.1925
364.73554;-0.1959
364.75221;-0.1992
364.76888;-0.2023
364.78554;-0.2052
364.80221;-0.2082
364.81888;-0.2111
364.83554;-0.2139
364.85221;-0.2167
364.86888;-0.2195
364.88554;-0.2221
364.90221;-0.2248
364.91888;-0.2272
364.93554;-0.2299
364.95221;-0.2324
364.96888;-0.2348
364.9811;-0.2367
364.9811;0.0811
364.98138;0.0862
364.98221;0.0913
364.9836;0.0964
364.98554;0.1015
364.98804;0.1068
364.99138;0.1119
364.99582;0.117
365.0011;0.1221
365.00721;0.1273
365.01443;0.1324
365.02304;0.1375
365.03249;0.1426
365.04388;0.1477
365.0561;0.1528
365.06999;0.158
365.08499;0.1631
365.10165;0.1679
365.11832;0.1725
365.13499;0.177
365.15165;0.1809
365.16832;0.1848
365.18499;0.1885
365.20165;0.1919
365.21832;0.1953
365.23499;0.1986
365.25165;0.2017
365.26832;0.2048
365.28499;0.2077
365.30165;0.2108
365.31832;0.2134
365.33499;0.2162
365.35165;0.219
365.36832;0.2218
365.38499;0.2245
365.40165;0.2272
365.41832;0.2299
365.43499;0.2325
365.45165;0.235
365.46832;0.2373
365.4811;0.2393
365.4811;-0.0772
365.48165;-0.0826
365.48249;-0.0879
365.48388;-0.093
365.48582;-0.0981
365.4886;-0.1034
365.49193;-0.1085
365.49638;-0.1136
365.50165;-0.1187
365.50749;-0.1239
365.51499;-0.129
365.5236;-0.1341
365.53304;-0.1392
365.54388;-0.1443
365.5561;-0.1494
365.56943;-0.1545
365.58499;-0.1597
365.60165;-0.1646
365.61832;-0.1694
365.63499;-0.1738
365.65165;-0.178
365.66832;-0.1817
365.68499;-0.1854
365.70165;-0.1891
365.71832;-0.1925
365.73499;-0.1959
365.75165;-0.199
365.76832;-0.2021
365.78499;-0.2051
365.80165;-0.2082
365.81832;-0.2111
365.83499;-0.2139
365.85165;-0.2167
365.86832;-0.2195
365.88499;-0.2221
365.90165;-0.2249
365.91832;-0.2274
365.93499;-0.2299
365.95165;-0.2324
365.96832;-0.2348
365.9811;-0.2369
365.9811;0.0811
365.98138;0.0867
365.98221;0.0918
365.9836;0.0969
365.98554;0.102
365.98832;0.1071
365.99165;0.1122
365.9961;0.1173
366.00138;0.1225
366.00777;0.1276
366.01499;0.1327
366.0236;0.1378
366.03332;0.1429
366.04471;0.148
366.05693;0.1531
366.07082;0.1583
366.0861;0.1634
366.10277;0.1682
366.11943;0.1728
366.1361;0.1772
366.15277;0.1812
366.16943;0.1851
366.1861;0.1888
366.20277;0.1922
366.21943;0.1955
366.2361;0.1987
366.25277;0.2018
366.26943;0.2049
366.2861;0.208
366.30277;0.211
366.31943;0.2136
366.3361;0.2165
366.35277;0.2193
366.36943;0.2221
366.3861;0.2248
366.40277;0.2274
366.41943;0.23
366.4361;0.2327
366.45277;0.2353
366.46943;0.2376
366.4811;0.2393
366.4811;-0.078
366.48165;-0.0832
366.48249;-0.0884
366.48388;-0.0936
366.4861;-0.0987
366.4886;-0.1039
366.49221;-0.109
366.49665;-0.1141
366.50193;-0.1192
366.50804;-0.1243
366.51527;-0.1294
366.52388;-0.1345
366.5336;-0.1397
366.54471;-0.1448
366.55693;-0.1499
366.57054;-0.155
366.58638;-0.1601
366.60304;-0.1651
366.61971;-0.1699
366.63638;-0.1742
366.65304;-0.1783
366.66971;-0.1821
366.68638;-0.1859
366.70304;-0.1894
366.71971;-0.1928
366.73638;-0.1962
366.75304;-0.1993
366.76971;-0.2024
366.78638;-0.2054
366.80304;-0.2085
366.81971;-0.2114
366.83638;-0.2144
366.85304;-0.2172
366.86971;-0.2198
366.88638;-0.2226
366.90304;-0.2252
366.91971;-0.2277
366.93638;-0.2302
366.95304;-0.2328
366.96971;-0.2353
366.9811;-0.237
366.9811;0.0812
366.98138;0.0868
366.98249;0.0921
366.98388;0.0972
366.98582;0.1023
366.9886;0.1074
366.99193;0.1125
366.9961;0.1177
367.00165;0.1228
367.00804;0.1279
367.01527;0.133
367.02388;0.1381
367.03388;0.1432
367.04527;0.1483
367.05777;0.1535
367.07193;0.1586
367.08749;0.1637
367.10415;0.1685
367.12082;0.1731
367.13749;0.1773
367.15415;0.1815
367.17082;0.1852
367.18749;0.189
367.20415;0.1924
367.22082;0.1958
367.23749;0.199
367.25415;0.2021
367.27082;0.2052
367.28749;0.2082
367.30415;0.2111
367.32082;0.2139
367.33749;0.2167
367.35415;0.2196
367.37082;0.2223
367.38749;0.2251
367.40415;0.2277
367.42082;0.2302
367.43749;0.2328
367.45415;0.2353
367.47082;0.2378
367.4811;0.2393
367.4811;-0.078
367.48165;-0.0832
367.48249;-0.0884
367.48388;-0.0935
367.4861;-0.0986
367.4886;-0.1037
367.49221;-0.1088
367.49638;-0.1139
367.50165;-0.119
367.50777;-0.1242
367.51499;-0.1293
367.5236;-0.1344
367.53332;-0.1395
367.54415;-0.1446
367.55638;-0.1497
367.57027;-0.1549
367.58582;-0.16
367.60221;-0.1651
367.61888;-0.1697
367.63554;-0.1741
367.65221;-0.1784
367.66888;-0.182
367.68554;-0.1859
367.70221;-0.1894
367.71888;-0.1928
367.73554;-0.1962
367.75221;-0.1993
367.76888;-0.2024
367.78554;-0.2054
367.80221;-0.2085
367.81888;-0.2114
367.83554;-0.2142
367.85221;-0.217
367.86888;-0.2198
367.88554;-0.2224
367.90221;-0.2252
367.91888;-0.2276
367.93554;-0.2303
367.95221;-0.2328
367.96888;-0.2353
367.9811;-0.2372
367.9811;0.0815
367.98165;0.087
367.98249;0.0922
367.98388;0.0973
367.98582;0.1025
367.9886;0.1076
367.99193;0.1127
367.99638;0.1178
368.00165;0.1229
368.00832;0.128
368.01582;0.1332
368.02415;0.1383
368.03443;0.1434
368.04554;0.1485
368.05804;0.1536
368.07249;0.1587
368.08777;0.1638
368.10443;0.1685
368.1211;0.1731
368.13777;0.1775
368.15443;0.1815
368.1711;0.1854
368.18777;0.1891
368.20443;0.1924
368.2211;0.1958
368.23777;0.199
368.25443;0.2021
368.2711;0.2052
368.28777;0.2083
368.30443;0.2113
368.3211;0.2139
368.33777;0.2169
368.35443;0.2195
368.3711;0.2223
368.38777;0.2251
368.40443;0.2277
368.4211;0.2303
368.43777;0.2328
368.45443;0.2353
368.4711;0.2378
368.4811;0.2393
368.4811;-0.0777
368.48165;-0.0831
368.48249;-0.0884
368.48388;-0.0935
368.48582;-0.0986
368.4886;-0.1037
368.49193;-0.1088
368.49638;-0.1139
368.50138;-0.119
368.50777;-0.1242
368.51471;-0.1293
368.52332;-0.1344
368.53277;-0.1395
368.5436;-0.1446
368.5561;-0.1497
368.56971;-0.1549
368.58499;-0.16
368.60138;-0.1651
368.61804;-0.1697
368.63471;-0.1742
368.65138;-0.1783
368.66804;-0.182
368.68471;-0.1859
368.70138;-0.1894
368.71804;-0.1928
368.73471;-0.1962
368.75138;-0.1995
368.76804;-0.2024
368.78471;-0.2054
368.80138;-0.2083
368.81804;-0.2113
368.83471;-0.2142
368.85138;-0.217
368.86804;-0.2198
368.88471;-0.2224
368.90138;-0.2251
368.91804;-0.2276
368.93471;-0.2302
368.95138;-0.2327
368.96804;-0.2352
368.9811;-0.2372
368.9811;0.0809
368.98138;0.086
368.98221;0.0911
368.9836;0.0963
368.98554;0.1015
368.98804;0.1066
368.99138;0.1118
368.99554;0.1169
369.00082;0.122
369.00721;0.1271
369.01415;0.1322
369.02277;0.1373
369.03221;0.1425
369.0436;0.1476
369.05582;0.1527
369.06943;0.1578
369.08499;0.1629
369.10165;0.1679
369.11832;0.1725
369.13499;0.1769
369.15165;0.1809
369.16832;0.1848
369.18499;0.1885
369.20165;0.1919
369.21832;0.1953
369.23499;0.1986
369.25165;0.2018
369.26832;0.2048
369.28499;0.2077
369.30165;0.2108
369.31832;0.2136
369.33499;0.2164
369.35165;0.2193
369.36832;0.2221
369.38499;0.2249
369.40165;0.2274
369.41832;0.23
369.43499;0.2327
369.45165;0.2352
369.46832;0.2376
369.4811;0.2393
369.4811;-0.0777
369.48165;-0.0832
369.48249;-0.0885
369.48388;-0.0936
369.48582;-0.0987
369.4886;-0.1039
369.49193;-0.1091
369.49638;-0.1142
369.50165;-0.1194
369.50804;-0.1245
369.51499;-0.1296
369.52388;-0.1347
369.53332;-0.1398
369.54415;-0.1449
369.55665;-0.15
369.57027;-0.1552
369.58582;-0.1603
369.60249;-0.1652
369.61915;-0.1699
369.63582;-0.1744
369.65249;-0.1784
369.66915;-0.1823
369.68582;-0.186
369.70249;-0.1896
369.71915;-0.193
369.73582;-0.1964
369.75249;-0.1997
369.76915;-0.2026
369.78582;-0.2057
369.80249;-0.2086
369.81915;-0.2116
369.83582;-0.2145
369.85249;-0.2173
369.86915;-0.22
369.88582;-0.2226
369.90249;-0.2252
369.91915;-0.2277
369.93582;-0.2303
369.95249;-0.2328
369.96915;-0.2353
369.9811;-0.2372
369.9811;0.0815
369.98165;0.087
369.98249;0.0921
369.98388;0.0972
369.98582;0.1023
369.9886;0.1076
369.99221;0.1127
369.99638;0.1178
370.00193;0.1229
370.00832;0.128
370.01582;0.1332
370.02443;0.1383
370.03471;0.1434
370.04582;0.1485
370.05832;0.1536
370.07249;0.1587
370.08804;0.1638
370.10471;0.1685
370.12138;0.1733
370.13804;0.1775
370.15471;0.1815
370.17138;0.1854
370.18804;0.1891
370.20471;0.1925
370.22138;0.1958
370.23804;0.199
370.25471;0.2021
370.27138;0.2052
370.28804;0.2082
370.30471;0.2113
370.32138;0.2141
370.33804;0.2169
370.35471;0.2196
370.37138;0.2224
370.38804;0.2251
370.40471;0.2277
370.42138;0.2303
370.43804;0.233
370.45471;0.2353
370.47138;0.2378
370.4811;0.2393
370.4811;-0.0777
370.48165;-0.0832
370.48249;-0.0885
370.48388;-0.0938
370.4861;-0.0989
370.4886;-0.104
370.49221;-0.1091
370.49665;-0.1142
370.50165;-0.1194
370.50804;-0.1245
370.51527;-0.1296
370.52388;-0.1347
370.53332;-0.1398
370.54443;-0.1449
370.55665;-0.15
370.57054;-0.1552
370.5861;-0.1603
370.60277;-0.1652
370.61943;-0.1699
370.6361;-0.1744
370.65277;-0.1784
370.66943;-0.1823
370.6861;-0.186
370.70277;-0.1896
370.71943;-0.193
370.7361;-0.1964
370.75277;-0.1997
370.76943;-0.2026
370.7861;-0.2057
370.80277;-0.2086
370.81943;-0.2116
370.8361;-0.2145
370.85277;-0.2173
370.86943;-0.22
370.8861;-0.2226
370.90277;-0.2252
370.91943;-0.2279
370.9361;-0.2303
370.95277;-0.2328
370.96943;-0.2353
370.9811;-0.2372
370.9811;0.0817
370.98165;0.0871
370.98249;0.0924
370.98388;0.0975
370.9861;0.1026
370.98888;0.1079
370.99249;0.113
370.99693;0.1181
371.00249;0.1232
371.00888;0.1283
371.0161;0.1335
371.02499;0.1386
371.03527;0.1437
371.04638;0.1488
371.05915;0.1539
371.07332;0.159
371.08888;0.1642
371.10554;0.169
371.12221;0.1735
371.13888;0.1778
371.15554;0.1818
371.17221;0.1857
371.18888;0.1893
371.20554;0.1927
371.22221;0.1961
371.23888;0.1992
371.25554;0.2024
371.27221;0.2055
371.28888;0.2085
371.30554;0.2114
371.32221;0.2141
371.33888;0.217
371.35554;0.2198
371.37221;0.2226
371.38888;0.2252
371.40554;0.2279
371.42221;0.2305
371.43888;0.2331
371.45554;0.2355
371.47221;0.2379
371.4811;0.2393
371.4811;-0.0778
371.48165;-0.0832
371.48249;-0.0884
371.48388;-0.0935
371.48582;-0.0986
371.4886;-0.1037
371.49193;-0.1088
371.4961;-0.1139
371.50138;-0.119
371.50749;-0.1242
371.51471;-0.1293
371.52332;-0.1344
371.53304;-0.1395
371.54388;-0.1446
371.5561;-0.1497
371.56971;-0.1549
371.58527;-0.16
371.60165;-0.1651
371.61832;-0.1696
371.63499;-0.1741
371.65165;-0.1783
371.66832;-0.182
371.68499;-0.1859
371.70165;-0.1893
371.71832;-0.1927
371.73499;-0.1961
371.75165;-0.1993
371.76832;-0.2023
371.78499;-0.2054
371.80165;-0.2083
371.81832;-0.2113
371.83499;-0.2142
371.85165;-0.217
371.86832;-0.2196
371.88499;-0.2224
371.90165;-0.2251
371.91832;-0.2276
371.93499;-0.23
371.95165;-0.2325
371.96832;-0.2352
371.9811;-0.237
371.9811;0.0815
371.98165;0.087
371.98249;0.0921
371.98388;0.0972
371.98582;0.1023
371.9886;0.1074
371.99193;0.1125
371.99638;0.1177
372.00193;0.1228
372.00832;0.1279
372.01554;0.133
372.02443;0.1381
372.03443;0.1432
372.04554;0.1483
372.05832;0.1535
372.07221;0.1586
372.08749;0.1637
372.10415;0.1685
372.12082;0.1731
372.13749;0.1775
372.15415;0.1815
372.17082;0.1852
372.18749;0.189
372.20415;0.1924
372.22082;0.1958
372.23749;0.1989
372.25415;0.2021
372.27082;0.2052
372.28749;0.2083
372.30415;0.2113
372.32082;0.2139
372.33749;0.2169
372.35415;0.2196
372.37082;0.2224
372.38749;0.2251
372.40415;0.2277
372.42082;0.2303
372.43749;0.233
372.45415;0.2353
372.47082;0.2379
372.4811;0.2393
372.4811;-0.0778
372.48165;-0.0832
372.48249;-0.0885
372.48388;-0.0936
372.4861;-0.0987
372.4886;-0.1039
372.49193;-0.109
372.49638;-0.1141
372.50165;-0.1192
372.50777;-0.1243
372.51499;-0.1294
372.5236;-0.1345
372.53332;-0.1397
372.54415;-0.1448
372.55638;-0.1499
372.56999;-0.155
372.58554;-0.1601
372.60221;-0.1652
372.61888;-0.1699
372.63554;-0.1744
372.65221;-0.1784
372.66888;-0.1821
372.68554;-0.1859
372.70221;-0.1894
372.71888;-0.1928
372.73554;-0.1961
372.75221;-0.1995
372.76888;-0.2023
372.78554;-0.2054
372.80221;-0.2083
372.81888;-0.2114
372.83554;-0.2142
372.85221;-0.217
372.86888;-0.2198
372.88554;-0.2224
372.90221;-0.2251
372.91888;-0.2277
372.93554;-0.2302
372.95221;-0.2327
372.96888;-0.2353
372.9811;-0.2372
372.9811;0.0812
372.98138;0.0863
372.98221;0.0915
372.9836;0.0966
372.98554;0.1017
372.98804;0.1068
372.99138;0.1119
372.99554;0.117
373.00082;0.1221
373.00721;0.1273
373.01443;0.1324
373.02277;0.1375
373.03221;0.1426
373.04388;0.1477
373.0561;0.1528
373.06971;0.158
373.08499;0.1631
373.10165;0.1679
373.11832;0.1727
373.13499;0.177
373.15165;0.1811
373.16832;0.1851
373.18499;0.1886
373.20165;0.1921
373.21832;0.1955
373.23499;0.1989
373.25165;0.202
373.26832;0.2051
373.28499;0.2082
373.30165;0.211
373.31832;0.2138
373.33499;0.2165
373.35165;0.2193
373.36832;0.2221
373.38499;0.2249
373.40165;0.2276
373.41832;0.23
373.43499;0.2325
373.45165;0.2352
373.46832;0.2376
373.4811;0.2395
373.4811;-0.0778
373.48165;-0.0832
373.48249;-0.0885
373.48388;-0.0938
373.4861;-0.0991
373.48888;-0.1042
373.49221;-0.1093
373.49665;-0.1144
373.50193;-0.1195
373.50804;-0.1246
373.51554;-0.1297
373.52415;-0.1349
373.53388;-0.14
373.54499;-0.1451
373.55721;-0.1502
373.57082;-0.1553
373.58665;-0.1604
373.60332;-0.1654
373.61999;-0.1702
373.63665;-0.1745
373.65332;-0.1786
373.66999;-0.1824
373.68665;-0.186
373.70332;-0.1896
373.71999;-0.193
373.73665;-0.1962
373.75332;-0.1995
373.76999;-0.2024
373.78665;-0.2055
373.80332;-0.2085
373.81999;-0.2114
373.83665;-0.2144
373.85332;-0.2172
373.86999;-0.2198
373.88665;-0.2224
373.90332;-0.2252
373.91999;-0.2277
373.93665;-0.2303
373.95332;-0.2327
373.96999;-0.2355
373.9811;-0.237
373.9811;0.082
373.98165;0.0873
373.98249;0.0924
373.98388;0.0975
373.98582;0.1026
373.9886;0.1077
373.99221;0.1128
373.99638;0.118
374.00193;0.1231
374.00832;0.1282
374.01582;0.1333
374.02443;0.1384
374.03471;0.1435
374.04582;0.1487
374.05832;0.1538
374.07221;0.1589
374.08777;0.164
374.10443;0.1688
374.1211;0.1733
374.13777;0.1776
374.15443;0.1817
374.1711;0.1855
374.18777;0.1891
374.20443;0.1925
374.2211;0.1959
374.23777;0.1992
374.25443;0.2023
374.2711;0.2054
374.28777;0.2083
374.30443;0.2113
374.3211;0.2139
374.33777;0.2169
374.35443;0.2196
374.3711;0.2223
374.38777;0.2251
374.40443;0.2277
374.4211;0.2303
374.43777;0.2328
374.45443;0.2353
374.4711;0.2379
374.4811;0.2393
374.4811;-0.0777
374.48165;-0.0829
374.48249;-0.0882
374.48388;-0.0933
374.48582;-0.0984
374.4886;-0.1035
374.49193;-0.1087
374.49638;-0.1138
374.50138;-0.1189
374.50777;-0.124
374.51471;-0.1291
374.5236;-0.1342
374.53304;-0.1394
374.54388;-0.1445
374.5561;-0.1496
374.56971;-0.1547
374.58527;-0.1598
374.60165;-0.1649
374.61832;-0.1696
374.63499;-0.1739
374.65165;-0.1781
374.66832;-0.1818
374.68499;-0.1855
374.70165;-0.1891
374.71832;-0.1927
374.73499;-0.1959
374.75165;-0.1992
374.76832;-0.2021
374.78499;-0.2051
374.80165;-0.2082
374.81832;-0.2111
374.83499;-0.2141
374.85165;-0.2167
374.86832;-0.2195
374.88499;-0.2221
374.90165;-0.2249
374.91832;-0.2272
374.93499;-0.2299
374.95165;-0.2324
374.96832;-0.235
374.9811;-0.2369
374.9811;0.0818
374.98165;0.0874
374.98249;0.0927
374.98415;0.0978
374.9861;0.1029
374.98888;0.1082
374.99249;0.1133
374.99693;0.1184
375.00249;0.1235
375.00888;0.1287
375.01665;0.1338
375.02527;0.1389
375.03554;0.144
375.04693;0.1491
375.05971;0.1542
375.0736;0.1594
375.08915;0.1645
375.10582;0.1691
375.12249;0.1738
375.13915;0.1781
375.15582;0.1821
375.17249;0.186
375.18915;0.1894
375.20582;0.1928
375.22249;0.1964
375.23915;0.1995
375.25582;0.2026
375.27249;0.2057
375.28915;0.2088
375.30582;0.2117
375.32249;0.2144
375.33915;0.2173
375.35582;0.2201
375.37249;0.2227
375.38915;0.2255
375.40582;0.2282
375.42249;0.2307
375.43915;0.2333
375.45582;0.2356
375.47249;0.2381
375.4811;0.2395
375.4811;-0.0775
375.48165;-0.0829
375.48249;-0.088
375.48388;-0.0932
375.48582;-0.0983
375.48832;-0.1034
375.49165;-0.1085
375.4961;-0.1136
375.5011;-0.1187
375.50721;-0.1239
375.51443;-0.129
375.52304;-0.1341
375.53249;-0.1392
375.54332;-0.1443
375.55554;-0.1494
375.56915;-0.1545
375.58443;-0.1597
375.6011;-0.1648
375.61777;-0.1694
375.63443;-0.1739
375.6511;-0.178
375.66777;-0.1818
375.68443;-0.1855
375.7011;-0.1891
375.71777;-0.1925
375.73443;-0.1958
375.7511;-0.199
375.76777;-0.2021
375.78443;-0.2051
375.8011;-0.208
375.81777;-0.2111
375.83443;-0.2139
375.8511;-0.2167
375.86777;-0.2195
375.88443;-0.2221
375.9011;-0.2248
375.91777;-0.2272
375.93443;-0.2297
375.9511;-0.2324
375.96777;-0.2348
375.9811;-0.2369
375.9811;0.082
375.98165;0.0873
375.98249;0.0924
375.98388;0.0975
375.98582;0.1026
375.9886;0.1077
375.99221;0.1128
375.99638;0.118
376.00193;0.1231
376.00832;0.1282
376.01582;0.1333
376.02443;0.1384
376.03471;0.1435
376.0461;0.1487
376.0586;0.1538
376.07277;0.1589
376.08804;0.164
376.10471;0.1687
376.12138;0.1733
376.13804;0.1776
376.15471;0.1817
376.17138;0.1855
376.18804;0.1891
376.20471;0.1925
376.22138;0.1958
376.23804;0.1992
376.25471;0.2023
376.27138;0.2054
376.28804;0.2085
376.30471;0.2114
376.32138;0.2142
376.33804;0.217
376.35471;0.2198
376.37138;0.2226
376.38804;0.2252
376.40471;0.2279
376.42138;0.2305
376.43804;0.2331
376.45471;0.2355
376.47138;0.2381
376.4811;0.2396
376.4811;-0.0778
376.48165;-0.0832
376.48249;-0.0884
376.48388;-0.0935
376.48582;-0.0986
376.4886;-0.1037
376.49193;-0.1088
376.49638;-0.1139
376.50138;-0.119
376.50777;-0.1242
376.51471;-0.1293
376.5236;-0.1344
376.53304;-0.1395
376.54388;-0.1446
376.5561;-0.1497
376.56999;-0.1549
376.58554;-0.16
376.60193;-0.1651
376.6186;-0.1697
376.63527;-0.1741
376.65193;-0.1783
376.6686;-0.182
376.68527;-0.1857
376.70193;-0.1893
376.7186;-0.1927
376.73527;-0.1961
376.75193;-0.1992
376.7686;-0.2023
376.78527;-0.2054
376.80193;-0.2083
376.8186;-0.2113
376.83527;-0.2141
376.85193;-0.2169
376.8686;-0.2196
376.88527;-0.2223
376.90193;-0.2248
376.9186;-0.2272
376.93527;-0.2299
376.95193;-0.2325
376.9686;-0.235
376.9811;-0.2369
376.9811;0.0818
376.98165;0.0873
376.98249;0.0924
376.98388;0.0975
376.98582;0.1026
376.9886;0.1077
376.99221;0.1128
376.99665;0.118
377.00193;0.1231
377.00832;0.1282
377.01582;0.1333
377.02443;0.1384
377.03471;0.1435
377.04582;0.1487
377.05832;0.1538
377.07249;0.1589
377.08777;0.164
377.10443;0.1688
377.1211;0.1735
377.13777;0.1776
377.15443;0.1818
377.1711;0.1857
377.18777;0.1893
377.20443;0.1927
377.2211;0.1959
377.23777;0.1993
377.25443;0.2024
377.2711;0.2055
377.28777;0.2085
377.30443;0.2114
377.3211;0.2142
377.33777;0.217
377.35443;0.2198
377.3711;0.2226
377.38777;0.2252
377.40443;0.2279
377.4211;0.2303
377.43777;0.233
377.45443;0.2353
377.4711;0.2378
377.4811;0.2393
377.4811;-0.0775
377.48165;-0.0829
377.48249;-0.0882
377.48388;-0.0933
377.48582;-0.0984
377.4886;-0.1035
377.49193;-0.1087
377.49638;-0.1138
377.50138;-0.1189
377.50749;-0.124
377.51471;-0.1291
377.5236;-0.1342
377.53304;-0.1394
377.54388;-0.1445
377.5561;-0.1496
377.56971;-0.1547
377.58527;-0.1598
377.60165;-0.1649
377.61832;-0.1696
377.63499;-0.1739
377.65165;-0.1781
377.66832;-0.182
377.68499;-0.1857
377.70165;-0.1891
377.71832;-0.1927
377.73499;-0.1961
377.75165;-0.1993
377.76832;-0.2023
377.78499;-0.2054
377.80165;-0.2083
377.81832;-0.2114
377.83499;-0.2142
377.85165;-0.217
377.86832;-0.2198
377.88499;-0.2224
377.90165;-0.2251
377.91832;-0.2276
377.93499;-0.2302
377.95165;-0.2327
377.96832;-0.2352
377.9811;-0.237
377.9811;0.082
377.98165;0.0874
377.98249;0.0925
377.98388;0.0978
377.9861;0.1029
377.9886;0.108
377.99221;0.1132
377.99665;0.1183
378.00221;0.1234
378.0086;0.1285
378.0161;0.1336
378.02471;0.1387
378.03499;0.1438
378.04638;0.149
378.05888;0.1541
378.07304;0.1592
378.08832;0.1643
378.10499;0.169
378.12165;0.1736
378.13832;0.178
378.15499;0.1818
378.17165;0.1857
378.18832;0.1893
378.20499;0.1927
378.22165;0.1962
378.23832;0.1993
378.25499;0.2026
378.27165;0.2057
378.28832;0.2086
378.30499;0.2116
378.32165;0.2144
378.33832;0.2172
378.35499;0.2201
378.37165;0.2227
378.38832;0.2254
378.40499;0.228
378.42165;0.2307
378.43832;0.2331
378.45499;0.2355
378.47165;0.2379
378.4811;0.2393
378.4811;-0.0772
378.48138;-0.0823
378.48249;-0.0876
378.4836;-0.0927
378.48554;-0.098
378.48832;-0.1031
378.49165;-0.1082
378.49582;-0.1133
378.50082;-0.1184
378.50693;-0.1235
378.51388;-0.1287
378.52249;-0.1338
378.53193;-0.1389
378.54249;-0.144
378.55471;-0.1491
378.56804;-0.1542
378.5836;-0.1594
378.59999;-0.1645
378.61665;-0.1691
378.63332;-0.1736
378.64999;-0.1778
378.66665;-0.1815
378.68332;-0.1854
378.69999;-0.189
378.71665;-0.1924
378.73332;-0.1958
378.74999;-0.1989
378.76665;-0.2021
378.78332;-0.2051
378.79999;-0.208
378.81665;-0.211
378.83332;-0.2138
378.84999;-0.2167
378.86665;-0.2193
378.88332;-0.222
378.89999;-0.2246
378.91665;-0.2271
378.93332;-0.2297
378.94999;-0.2322
378.96665;-0.2348
378.9811;-0.237
378.9811;0.0817
378.98165;0.0871
378.98249;0.0924
378.98388;0.0977
378.9861;0.1028
378.9886;0.1079
378.99221;0.113
378.99665;0.1181
379.00193;0.1232
379.00832;0.1283
379.01582;0.1335
379.02443;0.1386
379.03471;0.1437
379.04582;0.1488
379.05832;0.1539
379.07249;0.159
379.08777;0.1642
379.10443;0.169
379.1211;0.1736
379.13777;0.178
379.15443;0.182
379.1711;0.1859
379.18777;0.1893
379.20443;0.1928
379.2211;0.1962
379.23777;0.1995
379.25443;0.2026
379.2711;0.2057
379.28777;0.2088
379.30443;0.2116
379.3211;0.2144
379.33777;0.2173
379.35443;0.2201
379.3711;0.2227
379.38777;0.2255
379.40443;0.2282
379.4211;0.2307
379.43777;0.2333
379.45443;0.2356
379.4711;0.2383
379.4811;0.2396
379.4811;-0.0778
379.48165;-0.0832
379.48249;-0.0884
379.48388;-0.0935
379.48582;-0.0986
379.4886;-0.1037
379.49193;-0.1088
379.49638;-0.1139
379.50138;-0.119
379.50749;-0.1242
379.51471;-0.1293
379.52332;-0.1344
379.53304;-0.1395
379.54388;-0.1446
379.5561;-0.1497
379.56971;-0.1549
379.58554;-0.16
379.60193;-0.1651
